,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",241.20(1.79),65.49(0.26),nan(nan),nan(nan),50.17(0.25),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",241.00(0.71),65.52(0.10),nan(nan),nan(nan),50.20(0.08),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",241.00(0.71),65.52(0.10),nan(nan),nan(nan),50.20(0.08),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",241.80(0.84),65.41(0.12),nan(nan),nan(nan),50.07(0.14),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",241.00(0.71),65.52(0.10),nan(nan),nan(nan),50.20(0.08),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",241.20(0.45),65.49(0.06),nan(nan),nan(nan),50.17(0.05),0.19(0.05)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",241.80(0.84),65.41(0.12),nan(nan),nan(nan),50.07(0.14),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",242.20(1.10),65.35(0.16),nan(nan),nan(nan),50.03(0.16),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",243.00(1.00),65.24(0.14),nan(nan),nan(nan),49.94(0.16),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",242.40(0.89),65.32(0.13),nan(nan),nan(nan),50.02(0.14),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",454.00(4.53),35.05(0.65),85.22(2.35),83.47(1.62),49.85(0.20),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",443.40(6.31),36.57(0.90),83.01(1.24),82.20(0.92),50.41(0.44),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",361.00(106.58),48.35(15.25),77.38(2.52),72.51(4.51),49.93(0.55),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",342.60(12.86),50.99(1.84),48.24(2.15),49.07(2.41),49.68(1.96),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",344.60(6.35),50.70(0.91),50.36(1.82),51.23(1.95),50.07(1.14),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",243.80(0.84),65.12(0.12),nan(nan),nan(nan),50.28(0.14),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",329.40(6.69),52.88(0.96),46.07(1.43),47.69(1.99),50.43(1.31),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",350.00(47.19),49.93(6.75),51.51(10.39),49.85(9.02),50.47(1.20),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",242.40(1.14),65.32(0.16),nan(nan),nan(nan),50.26(0.27),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",457.20(0.45),34.59(0.06),89.43(0.52),85.26(0.54),49.97(0.09),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",457.00(0.00),34.62(0.00),89.45(0.49),85.26(0.59),50.01(0.00),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",243.40(1.14),65.18(0.16),nan(nan),nan(nan),49.93(0.16),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",452.60(5.77),35.25(0.83),81.27(1.93),76.19(0.73),49.82(0.48),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",444.20(4.87),36.45(0.70),79.57(1.29),75.62(0.82),50.05(0.30),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",244.20(1.30),65.06(0.19),nan(nan),nan(nan),49.85(0.21),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",346.40(11.67),50.44(1.67),49.34(1.77),49.00(2.06),49.54(1.63),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",346.80(8.23),50.39(1.18),49.53(1.53),49.52(1.45),49.91(1.18),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",241.20(1.79),65.49(0.26),nan(nan),nan(nan),50.17(0.25),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",242.00(2.00),65.38(0.29),nan(nan),nan(nan),50.05(0.27),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",242.00(2.00),65.38(0.29),nan(nan),nan(nan),50.05(0.27),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",242.00(1.22),65.38(0.18),nan(nan),nan(nan),50.07(0.17),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",242.00(2.00),65.38(0.29),nan(nan),nan(nan),50.05(0.27),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",241.80(1.79),65.41(0.26),nan(nan),nan(nan),50.09(0.23),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",242.00(1.22),65.38(0.18),nan(nan),nan(nan),50.07(0.17),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",242.00(0.00),65.38(0.00),nan(nan),nan(nan),50.09(0.00),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",242.00(0.00),65.38(0.00),nan(nan),nan(nan),50.09(0.00),0.16(0.00)
"{'T': 16, 'gamma': 16.667, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",242.00(0.00),65.38(0.00),nan(nan),nan(nan),50.09(0.00),0.16(0.00)
